ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Load Configuration,Special Type,Additional Washer Features,Intended Market,Volume (cu. ft.),Height (inches),Width (inches),Depth (inches),Integrated Modified Energy Factor (IMEF),US Federal Standard (IMEF),Annual Energy Use (kWh/yr),Integrated Water Factor (IWF),US Federal Standard (IWF),Annual Water Use (gallons/yr),Drum Capacity for the dryer in a Combination All-in-One Washer-Dryer,Heat Pump Technology for the dryer in a Combination All-in-One Washer-Dryer,Combined Energy Factor (CEF) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Annual Energy Use (kWh/yr) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Energy Test Cycle Time (min) for the dryer in a Combination All-in-One Washer-Dryer,Energy Test Cycle Information for the dryer in a Combination All-in-One Washer-Dryer,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh) for the dryer in a Combination All-in-One Washer-Dryer,Additional Dryer Features for the dryer in a Combination All-in-One Washer-Dryer,Connected,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Paired ENERGY STAR Clothes Dryer Available,Paired ENERGY STAR Clothes Dryer ENERGY STAR Model Identifier,Date Available On Market,Date Certified,Markets,ENERGY STAR Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2365391,Midea,MLH27N5AWWC,,34038191095,Front Load,,Delayed Start,Residential,2.7,,23.0,,2.76,1.84,75,3.2,4.7,2549,,,,,,,,,No,,,,,,08/25/2020,09/02/2020,"United States, Canada",ES_1030337_MLH27N5AWWC_09022020073209_1929327,No
2376688,Midea,MLH45N1AWW,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,112,3.2,4.7,4248,,,,,,,,,No,,,,,,04/25/2021,05/03/2021,"United States, Canada",ES_1030337_MLH45N1AWW_050220212231433_7839598,No
2389042,Midea,MLH52N3AWW,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,112,3.2,4.7,4248,,,,,,,,,No,,,,,,12/07/2021,12/07/2021,Canada,ES_1030337_MLH52N3AWW_120920210309322_3683229,No
2382973,Midea,MLH52N4AWW,,,Front Load,,Delayed Start,Residential,4.5,,27.0,,2.76,1.84,180,3.2,4.7,4248,,,,,,,,None,No,,,,,,07/27/2021,08/10/2021,"United States, Canada",ES_1030337_MLH52N4AWW_08092021194661_3884787,No
2403284,Midea,MLH52N5AWW,,687636006561,Front Load,,Delayed Start,Residential,4.5,,27.0,,2.76,1.84,112,3.2,4.7,4257,,,,,,,,,No,,,,,,09/19/2022,10/19/2022,"United States, Canada",ES_1030337_MLH52N5AWW_101920220339304_8067045,No
3815202,Midea,MLH52N7AWW,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,95,3.2,4.7,4267,,,,,,,,,No,,,,,,11/23/2024,11/28/2024,Canada,ES_1030337_MLH52N7AWW_11282024015320_7297730,No
2341456,Midea,MLH52S7AGS,,810004812505,Front Load,,"Steam Cycle,Sanitize Option",Residential,5.2,,27.0,,2.92,1.84,110,3.2,4.7,4909,,,,,,,,,No,,,,No,,08/30/2019,07/22/2019,"United States, Canada",ES_1030337_MLH52S7AGS_07222019091936_7176569,No
2341457,Midea,MLH52S7AWW,,810004812475,Front Load,,"Steam Cycle,Sanitize Option",Residential,5.2,,27.0,,2.92,1.84,110,3.2,4.7,4909,,,,,,,,,No,,,,No,,08/30/2019,07/22/2019,"United States, Canada",ES_1030337_MLH52S7AWW_07222019091918_7158790,No
3624259,Midea,MLHW52S6BGG,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,112,3.2,4.7,4267,,,,,,,,,No,,,,,,08/12/2024,08/20/2024,Canada,ES_1030337_MLHW52S6BGG_08222024055747_4336325,No
4470509,Midea,MLHW52S7AGG,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,112,3.2,4.7,4267,,,,,,,,,No,,,,,,06/17/2025,07/07/2025,Canada,ES_1030337_MLHW52S7AGG_070720250157843_4453370,No
4470510,Midea,MLHW52S7AWW,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,112,3.2,4.7,4267,,,,,,,,,No,,,,,,06/25/2025,07/07/2025,Canada,ES_1030337_MLHW52S7AWW_070720250157998_7670082,No
2375446,Miele,WWD160,,4002516376903,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load",Residential,2.3,,23.4,,2.24,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TWD160WP_03022021122513_80072802,04/26/2021,03/15/2021,United States,ES_1105859_WWD160 WCS_03252021114453_80074358,No
2375447,Miele,WWD660,,4002516376705,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load
Detergent dosing system",Residential,2.3,,23.4,,2.24,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TWD360WP_03022021122513_80072802,04/26/2021,03/15/2021,United States,ES_1105859_WWD660 WCS_03252021114453_80074358,No
2375448,Miele,WXD160,,4002516377009,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load",Residential,2.3,,23.4,,2.24,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TXD160WP_03022021122513_80072802,04/26/2021,03/15/2021,"United States, Canada",ES_1105859_WXD160 WCS_03252021114453_80074358,No
2375450,Miele,WXF660,,4002516377115,Front Load,,"Delayed Start,Hand Wash Cycle,Steam Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load
Detergent dosing system
Care-clean machine
Care-cleanTwinDos",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TXI680WP_03022021122513_80072802,04/26/2021,03/15/2021,"United States, Canada",ES_1105859_WXF660 WCS_03252021114453_80074358,No
2375451,Miele,WXI860,,4002516377023,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load
Detergent dosing system
Care-clean machine
Care-cleanTwinDos",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TWI680WP_03022021122513_80072802,04/26/2021,03/15/2021,"United States, Canada",ES_1105859_WXI860 WCS_03252021114453_80074358,No
2376233,Miele,WXR860,,4002516376804,Front Load,,"Delayed Start,Hand Wash Cycle,Steam Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load
Detergent dosing system
Care-clean machine
Care-cleanTwinDos",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,No,,04/26/2021,04/14/2021,"United States, Canada",ES_1105859_WXR860 WCS_04202021101145_80080097,No
2393093,Samsung,WA49B5205A*,,887276751122,Top Load,,"Steam Cycle,Delicates",Residential,4.9,44.60,27.5,29.40,2.06,1.29,120,4.3,8.4,6165,,,,,,,,,No,,,,Yes,"ES_1023593_DVE45B6305*_02172022061128_80114931,ES_1023593_DVG45B6305*_02172022061128_80114931",03/15/2022,02/17/2022,"United States, Canada",ES_1023593_WA49B5205A*_02172022060029_80116012,No
2373639,Samsung,WA50A54**A*,,887276532035,Top Load,,Delicate,Residential,5,,27.0,,2.06,1.29,120,4.3,8.4,6292,,,,,,,,,No,,,,Yes,ES_1023593_DVE50A5405*_03122021052430_80074820,03/08/2021,02/03/2021,"United States, Canada",ES_1023593_WA50A54**A*_02082021053834_80071059,No
2310461,Samsung,WA50M74**A*,,887276196411,Top Load,,"Smart Care, Mist Shower",Residential,5,,27.0,,2.06,1.29,125,4.3,8.4,6343,,,,,,,,,No,,,,Yes,ES_1023593_DVE50T74***_11132019035850_80023422,02/12/2017,12/27/2016,"United States, Canada",ES_1023593_WA50M74**A*_02092018060252_70172127,No
2333512,Samsung,WA50R52**A*,,887276300528,Top Load,,"Pre Soak, Fabric Softner, Deep Fill, Super Speed, Active Waterjet, Delay End, Auto Temperature Control",Residential,5,,27.0,,2.06,1.29,120,4.3,8.4,6292,,,,,,,,,No,,,,No,,02/01/2019,01/16/2019,"United States, Canada",ES_1023593_WA50R52**A*_02042019013708_70211759,No
2333511,Samsung,WA50R54**A*,,887276300542,Top Load,,"Pre Soak, Fabric Softner, Deep Fill, Super Speed, Active Waterjet, Delay End, Auto Temperature Control",Residential,5,,27.0,,2.06,1.29,120,4.3,8.4,6292,,,,,,,,,No,,,,No,,02/01/2019,01/16/2019,"United States, Canada",ES_1023593_WA50R54**A*_02042019013708_70211759,No
2352575,Samsung,WA50T53**A*,,887276399317,Top Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,5,,27.0,,2.06,1.29,120,4.3,8.4,6292,,,,,,,,,No,,,,No,,01/17/2020,12/19/2019,"United States, Canada",ES_1023593_WA50T53**A*_01062020010646_80025718,No
2350126,Samsung,WA50T74**A*,,887276385228,Top Load,,"Steam Cycle, Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,5,,27.0,,2.06,1.29,125,4.3,8.4,6292,,,,,,,,,No,,,,Yes,ES_1023593_DVE50T74***_11132019035850_80023422,01/03/2020,11/14/2019,"United States, Canada",ES_1023593_WA50T74**A*_11202019054034_80023423,No
2389052,Samsung,WA51A5505A*,,887276751153,Top Load,,Agitator,Residential,5.1,44.60,27.5,29.40,2.06,1.29,120,4.3,8.4,6419,,,,,,,,,No,,,,No,,06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA51A5505A*_05262021084256_80084651,No
2732690,Samsung,WA51DG5505A*,,887276818252,Top Load,,Delicates,Residential,5.1,44.60,27.5,29.40,2.06,1.29,120,4.3,8.4,6419,,,,,,,,,No,,,,Yes,ES_1023593_DVE52DG5505*3_07292024112405_80220005,12/10/2023,11/13/2023,"United States, Canada",ES_1023593_WA51DG5505A*_11142023113410_80190091,No
2378430,Samsung,WA52A55**A*,,887276751184,Top Load,,Delayed Start,Residential,5.2,44.60,27.5,29.40,2.06,1.29,120,4.3,8.4,6545,,,,,,,,,No,,,,No,,06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA52A55**A*_05262021084256_80084651,No
2388146,Samsung,WA52B76**A*,,887276618678,Top Load,,"Steam Cycle,Delicates",Residential,5.2,58.30,27.5,29.40,2.06,1.29,165,4.3,8.4,6545,,,,,,,,,No,,,,No,,12/25/2021,11/16/2021,"United States, Canada",ES_1023593_WA52B76**A*_11162021110147_80105927,No
2732691,Samsung,WA52DG55**A*,,887276818283,Top Load,,Delicates,Residential,5.2,44.60,27.5,29.40,2.06,1.29,120,4.3,8.4,6545,,,,,,,,,No,,,,Yes,ES_1023593_DVE52DG5505*3_07292024112405_80220005,12/10/2023,11/13/2023,"United States, Canada",ES_1023593_WA52DG55**A*_11142023113410_80190091,No
2310462,Samsung,WA52M77**A*,,887276196428,Top Load,,"activewash, Steam, Smart Care, Mist Shower",Residential,5.2,,27.0,,2.06,1.29,165,4.3,8.4,6596,,,,,,,,,No,,,,No,,02/01/2017,01/13/2017,"United States, Canada",ES_1023593_WA52M77**A*_02092018060252_70172127,No
2350127,Samsung,WA52T76**A*,,887276385235,Top Load,,"Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,5.2,,27.0,,2.06,1.29,165,4.3,8.4,6545,,,,,,,,,No,,,,Yes,ES_1023593_DVE52T76***_11132019035850_80023422,01/03/2020,11/14/2019,"United States, Canada",ES_1023593_WA52T76**A*_11202019054034_80023423,No
2453095,Samsung,WA53CG7155A*,,887276760353,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.3,45.80,27.5,29.40,2.3,1.29,120,3.8,8.4,5975,,,,,,,,,No,,,,No,,05/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA53CG7155A*3_04102023110059_80163534,No
2453094,Samsung,WA53CG7555A*,,887276759892,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.3,45.80,27.5,29.40,2.3,1.29,120,3.8,8.4,5975,,,,,,,,,No,,,,No,,12/31/2023,04/05/2023,"United States, Canada",ES_1023593_WA53CG7555A*3_04102023110059_80163534,No
2378431,Samsung,WA54A7305A*,,887276751214,Top Load,,Agitator,Residential,5.4,45.80,27.5,29.40,2.06,1.29,120,4.3,8.4,6799,,,,,,,,,No,,,,Yes,"ES_1023593_DVE55A73***_05142021031426_80078534, ES_1023593_DVG55A73***_05142021031426_80078534",06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA54A7305A*_05262021084256_80084651,No
2453100,Samsung,WA54CG7105A*,,887276739106,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.4,45.80,27.5,29.40,2.3,1.29,120,3.8,8.4,6009,,,,,,,,,No,,,,Yes,ES_1023593_DVE55CG7105*_11152022010011_80148280,06/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA54CG7105A*3_04102023110059_80163534,No
2453097,Samsung,WA54CG715*A*,,887276760360,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.4,45.80,27.5,29.40,2.3,1.29,120,3.8,8.4,6087,,,,,,,,,No,,,,No,,05/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA54CG715*A*3_04102023110059_80163534,No
2453096,Samsung,WA54CG755*A*,,887276760384,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.4,45.80,27.5,29.40,2.3,1.29,120,3.8,8.4,6087,,,,,,,,,No,,,,No,,05/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA54CG755*A*3_04102023110059_80163534,No
2310464,Samsung,WA54M87**A*,,887276196466,Top Load,,"activewash, Super Speed, Steam",Residential,5.4,,27.0,,2.06,1.29,165,4.3,8.4,6850,,,,,,,,,No,,,,No,,02/01/2017,01/13/2017,"United States, Canada",ES_1023593_WA54M87**A*_02092018060252_70172127,No
2339823,Samsung,WA54R72**A*,,887276300566,Top Load,,"Pre Soak, Fabric Softner, Deep Fill, Super Speed, Active Waterjet, Delay End, Auto Temperature Control",Residential,5.4,,27.0,,2.06,1.29,120,4.3,8.4,6799,,,,,,,,,No,,,,Yes,"ES_1023593_DVE54R72***_05312019122829_80005224, ES_1023593_DVG54R72***_05312019122829_80005224",07/01/2019,06/10/2019,"United States, Canada",ES_1023593_WA54R72**A*_06142019034825_80005220,No
2339822,Samsung,WA54R76**A*,,887276300580,Top Load,,"Pre Soak, Fabric Softner, Deep Fill, Super Speed, Active Waterjet, Delay End, Auto Temperature Control",Residential,5.4,,27.0,,2.06,1.29,165,4.3,8.4,6799,,,,,,,,,No,,,,Yes,"ES_1023593_DVE54R76***_05312019122829_80005224, ES_1023593_DVG54R76***_05312019122829_80005224",07/01/2019,06/10/2019,"United States, Canada",ES_1023593_WA54R76**A*_06142019034825_80005220,No
2378432,Samsung,WA55A73**A*,,887276751221,Top Load,,Delayed Start,Residential,5.5,45.80,27.5,29.40,2.06,1.29,120,4.3,8.4,6926,,,,,,,,,No,,,,Yes,"ES_1023593_DVE55A73***_05142021031426_80078534, ES_1023593_DVG55A73***_05142021031426_80078534",06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA55A73**A*_05262021084256_80084651,No
2378433,Samsung,WA55A77**A*,,887276751238,Top Load,,Delayed Start,Residential,5.5,45.30,27.5,29.40,2.06,1.29,120,4.3,8.4,6926,,,,,,,,,No,,,,Yes,"ES_1023593_DVE55A77***_05142021031426_80078534, ES_1023593_DVG55A77***_05142021031426_80078534",06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA55A77**A*_05262021084256_80084651,No
2453099,Samsung,WA55CG71**A*,,887276739137,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.5,45.80,27.5,29.40,2.3,1.29,120,3.8,8.4,6121,,,,,,,,,No,,,,No,,06/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA55CG71**A*3_04102023110059_80163534,No
2453098,Samsung,WA55CG75**A*,,887276760391,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.5,45.80,27.5,29.40,2.3,1.29,120,3.8,8.4,6121,,,,,,,,,No,,,,No,,12/31/2023,04/05/2023,"United States, Canada",ES_1023593_WA55CG75**A*3_04102023110059_80163534,No
3387758,Samsung,WD53DBA9**H*,,887276824949,Front Load,Combination All-in-One Washer/Dryer,Steam Cycle,Residential,5.3,43.70,27.0,34.40,2.92,1.84,103,2.9,4.7,4500,5.3,Heat Pump,7.50,319,80,"Normal cycle, Dryness level 3",8.18,Wrinkle prevention option,No,,,,No,,03/08/2024,01/19/2024,"United States, Canada",ES_1023593_WD53DBA9**H*_01252024110111_80198007,No
3998322,Samsung,WD90F53*V*,,887276989174,Front Load,Combination All-in-One Washer/Dryer,Steam Cycle,Residential,5.3,43.70,27.0,34.40,2.92,1.84,103,2.9,4.7,4500,5.3,,3.93,608,,"Normal cycle / Normal dryness level / Option: Eco Dry Default ""On""",8.18,Wrinkle prevention option,No,,,,No,,03/14/2025,02/18/2025,"United States, Canada",ES_1023593_WD90F53*V*_02192025100218_80243947,No
2378660,Samsung,WF45A64**A*,,887276557854,Front Load,,Steam Cycle,Residential,4.5,,27.0,,3.1,1.84,93,2.9,4.7,3807,,,,,,,,,No,,,,Yes,"ES_1023593_DVE45A64*** _05142021031426_80078534, ES_1023593_DVG45A64*** _05142021031426_80078534",05/31/2021,05/18/2021,"United States, Canada",ES_1023593_WF45A64**A*_05312021112921_80084269,Yes
2389114,Samsung,WF45B63**A*,,887276627427,Front Load,,Steam Cycle,Residential,4.5,,27.0,,3.1,1.84,93,2.9,4.7,3807,,,,,,,,,No,,,,No,,01/20/2022,11/29/2021,"United States, Canada",ES_1023593_WF45B63**A*_12102021071549_80106295,Yes
2310456,Samsung,WF45K65**A*,,887276138121,Front Load,,"Steam, Super Speed, Smart Control, Add Wash",Residential,4.5,,27.0,,2.8,1.84,100,3,4.7,3983,,,,,,,,,No,,,,No,,02/07/2016,01/13/2016,"United States, Canada",ES_1023593_WF45K65**A*_02092018060252_70172127,No
2310460,Samsung,WF45M55**A*,,887276195360,Front Load,,"Smart Care, Steam",Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3850,,,,,,,,,No,,,,No,,01/01/2017,11/23/2016,"United States, Canada",ES_1023593_WF45M55**A*_02092018060252_70172127,No
2333514,Samsung,WF45R61**A*,,887276299464,Front Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,4.5,,27.0,,2.92,1.84,95,2.9,4.7,3807,,,,,,,,,No,,,,Yes,"ES_1023593_DVE45T61***_12192019075804_80025528, ES_1023593_DVG45T61***_12192019075804_80025528",02/01/2019,01/15/2019,"United States, Canada",ES_1023593_WF45R61**A*_02042019013708_70211758,No
2333513,Samsung,WF45R63**A*,,887276299488,Front Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,4.5,,27.0,,2.92,1.84,95,2.9,4.7,3807,,,,,,,,,No,,,,Yes,ES_1023593_DVE45R63***_02042019015349_70211037,02/01/2019,01/15/2019,"United States, Canada",ES_1023593_WF45R63**A*_02042019013708_70211758,No
2354715,Samsung,WF45T60**A*,,887276394794,Front Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,4.5,,27.0,,2.95,1.84,90,2.9,4.7,3807,,,,,,,,,No,,,,Yes,"ES_1023593_DVE45T6005*_01282020013743_80031700, ES_1023593_DV45DG60**H*3_06142024122157_80213626",02/20/2020,02/05/2020,"United States, Canada",ES_1023593_WF45T60**A*_02122020040721_80031543,No
2352574,Samsung,WF45T62**A*,,887276407036,Front Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,4.5,,27.0,,2.92,1.84,95,2.9,4.7,3807,,,,,,,,,No,,,,Yes,ES_1023593_DVE45R63***_02042019015349_70211037,02/24/2020,12/04/2019,"United States, Canada",ES_1023593_WF45T62**A*_01062020010646_80025529,No
2396783,Samsung,WF46BB67**A*,,887276659763,Front Load,,Steam Cycle,Residential,4.6,38.70,27.0,31.30,3.1,1.84,94,2.9,4.7,3893,,,,,,,,,No,,,,Yes,"ES_1023593_DVG46BB67***_05132022120552_80125535, ES_1023593_DVE46BB67***_05132022120552_80125535",07/15/2022,05/24/2022,"United States, Canada",ES_1023593_WF46BB67**A*_05242022084735_80128517,Yes
2396780,Samsung,WF46BG65**A*,,887276659794,Front Load,,Steam Cycle,Residential,4.6,38.70,27.0,31.30,3.1,1.84,95,2.9,4.7,3893,,,,,,,,,No,,,,Yes,"ES_1023593_DVG46BG65***_05132022120552_80125535, ES_1023593_DVE46BG65***_05132022120552_80125535",07/01/2022,05/24/2022,"United States, Canada",ES_1023593_WF46BG65**A*_05242022084735_80128517,Yes
2374792,Samsung,WF50A85**A*,,887276540726,Front Load,,Sanitize Option,Residential,5,,27.0,,2.92,1.84,110,2.9,4.7,4235,,,,,,,,,No,,,,No,,03/22/2021,03/12/2021,"United States, Canada",ES_1023593_WF50A85**A*_03122021051018_80071060,No
2371013,Samsung,WF50A86**A*,,887276518992,Front Load,,"Steam Cycle,Sanitize Option,Heavy Duty,  Super Speed",Residential,5,,27.0,,3.1,1.84,99,2.9,4.7,4235,,,,,,,,,No,,,,Yes,"ES_1023593_DVE50A86***_12222020113741_80066001, ES_1023593_DVG50A86***_12222020113741_80066001",01/10/2021,12/18/2020,"United States, Canada",ES_1023593_WF50A86**A*_12182020013638_80066743,Yes
2371012,Samsung,WF50A88**A*,,887276519012,Front Load,,"Steam Cycle,Sanitize Option,Heavy Duty,  Super Speed",Residential,5,,27.0,,3.1,1.84,100,2.9,4.7,4235,,,,,,,,,No,,,,Yes,"ES_1023593_DVE50A88***_12222020113741_80066001, ES_1023593_DVG50A88***_12222020113741_80066001",01/10/2021,12/18/2020,"United States, Canada",ES_1023593_WF50A88**A*_12182020013638_80066743,Yes
2396782,Samsung,WF50BG83**A*,,887276660912,Front Load,,Steam Cycle,Residential,5,38.70,27.0,33.50,3.1,1.84,99,2.9,4.7,4235,,,,,,,,,No,,,,Yes,"ES_1023593_DVG50BG83***_05132022120552_80125535, ES_1023593_DVE50BG83***_05132022120552_80125535",06/24/2022,05/24/2022,"United States, Canada",ES_1023593_WF50BG83**A*_05242022084735_80128517,Yes
2341069,Samsung,WF50R85**A*,,887276348063,Front Load,,"Gentle Cycle,Quick wash, Delicate",Residential,5,,27.0,,2.92,1.84,100,2.9,4.7,4235,,,,,,,,,No,,,,Yes,"ES_1023593_DVE50R85***_06142019045223_80005221, ES_1023593_DVG50R85***_06142019045223_80005221",08/16/2019,07/04/2019,"United States, Canada",ES_1023593_WF50R85**A*_07112019020132_80009393,No
2356083,Samsung,WF50T85**A*,,887276398754,Front Load,,Steam Cycle,Residential,5,,27.0,,2.92,1.84,110,2.9,4.7,4235,,,,,,,,,No,,,,Yes,ES_1023593_DVE50R85***_06142019045223_80005221,03/20/2020,03/06/2020,"United States, Canada",ES_1023593_WF50T85**A*_03092020072121_80035216,No
2620679,Samsung,WF51CG80**A*,,887276785295,Front Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.1,38.70,27.0,33.50,3.1,1.84,93,2.9,4.7,4329,,,,,,,,,No,,,,Yes,ES_1023593_DVE51CG8005*_07042023160041_80174930,08/15/2023,07/18/2023,"United States, Canada",ES_1023593_WF51CG80**A*_07272023180622_80176628,Yes
2395405,Samsung,WF53BB87**A*,,887276652238,Front Load,,"Steam Cycle,Gentle Cycle",Residential,5.3,38.70,27.0,34.40,3.1,1.84,103,2.9,4.7,4491,,,,,,,,,No,,,,Yes,"ES_1023593_DVG53BB87***_05132022122455_80125536*,ES_1023593_DVE53BB87***_05132022122455_80125536",06/10/2022,05/04/2022,"United States, Canada",ES_1023593_WF53BB87**A*_05042022110036_80126452,Yes
2395404,Samsung,WF53BB89**A*,,887276660127,Front Load,,"Steam Cycle,Gentle Cycle",Residential,5.3,38.70,27.0,34.40,3.1,1.84,103,2.9,4.7,4491,,,,,,,,,No,,,,Yes,"ES_1023593_DVE53BB89***_05132022122455_80125536,ES_1023593_DVG53BB89***_05132022122455_80125536",06/03/2022,05/04/2022,"United States, Canada",ES_1023593_WF53BB89**A*_05042022110036_80126452,Yes
2310439,Samsung,WF56H91**C*,,887276028286,Front Load,,"Super Speed, PowerFoam, Vrt, Self Clean+",Residential,5.6,,27.0,,2.8,1.84,130,2.8,4.7,4593,,,,,,,,,No,,,,No,,10/15/2014,09/25/2014,"United States, Canada",ES_1023593_WF56H91**C*_02092018060252_70172127,No
3998793,Samsung,WF90F53*D*,,198957070556,Front Load,,"Hand Wash Cycle,Steam Cycle,Anti-Wrinkle,Gentle Cycle",Residential,5.3,38.70,27.0,34.40,3.1,1.84,103,2.9,4.7,4500,,,,,,,,,No,,,,Yes,"ES_1023593_DV90F53*E*_03102025125345_80245208, ES_1023593_DV90F53*G*_03102025125345_80245208",03/07/2025,02/25/2025,"United States, Canada",ES_1023593_WF90F53*D*_02272025082323_80244879,Yes
2788580,Samsung,WH46DBH1**E*,,887276814490,Front Load,Laundry Center,"Steam Cycle,Gentle Cycle,Delicates",Residential,4.6,74.40,27.0,31.30,3.1,1.84,94,2.9,4.7,3893,,,,,,,,,No,,,,No,,12/30/2023,11/21/2023,"United States, Canada",ES_1023593_WH46DBH1**E*_11302023131923_80190737,No
4009462,Summit,SLWW2403,,761101152615,Front Load,,"Hand Wash Cycle,Steam Cycle,Sanitize Option,Perm Press, Bulky, Wool, Sports Wear, Drum Clean",Residential,2.2,33.25,23.5,23.50,2.07,1.84,110,4.2,4.7,2713,,,,,,,,,No,,,,Yes,SLDC2404,04/11/2025,04/10/2025,"United States, Canada",ES_92282_SLWW2403_040820251247447_4049922,No
3624253,TECHOMEY,HWF-180A13LBM,,,Front Load,,None,Residential,4.6,,27.0,,,1.84,110,3.2,4.7,4305,,,,,,,,,No,,,,,,08/13/2024,08/22/2024,United States,ES_1144306_HWF-180A13LBM_082220240536829_8224238,No
2379536,Whirlpool,WFC682CL**,,883049604909,Front Load,Combination All-in-One Washer/Dryer,Steam Cycle,Residential,4.5,,27.0,,2.76,1.84,139,3.2,4.7,4276,4.5,,3.93,608,,Regular + Dry Only,,Drum light,No,,,,No,,05/19/2021,06/03/2021,United States,ES_22856_WFC682CL**_060120211446275_7834690,No
2393836,Whirlpool,WFW4090N**,,883049626697,Front Load,,Anti-Wrinkle,Residential,2,35.00,26.0,26.00,2.07,1.84,94,4.2,4.7,2503,,,,,,,,,No,,,,No,,04/01/2022,03/17/2022,"United States, Canada",ES_22856_WFW4090N**_030820221006462_2382787,No
3554702,Whirlpool,WFW4720R**,",,(base model H24JAJ50(3B))",883049692234,Front Load,,Sanitize Option,Residential,4.5,39.00,27.0,32.00,2.76,1.84,140,3.2,4.7,4248,,,,,,,,,No,,,,Yes,ES_22856_WGD4720R**_071820241745669_1684120,08/02/2024,07/18/2024,"United States, Canada",ES_22856_WFW4720R**_071120242101635_4744484,No
3554701,Whirlpool,WFW5220R**,",,(base model H24JAJ50(3B))",883049692807,Front Load,,Sanitize Option,Residential,4.5,39.00,27.0,32.00,2.76,1.84,140,3.2,4.7,4248,,,,,,,,,No,,,,Yes,ES_22856_YWED5220LR**_111220241615212_6206678,08/02/2024,07/18/2024,"United States, Canada",ES_22856_WFW5220R**_071120242101406_4003711,No
2383504,Whirlpool,WFW5605M**,,883049625812,Front Load,,Steam Cycle,Residential,4.5,,27.0,,2.76,1.84,130,3.2,4.7,4248,,,,,,,,None,No,,,,Yes,ES_22856_WED5605M**_09152021162431_9463389,10/15/2021,08/18/2021,United States,ES_22856_WFW5605M**_081820210741136_5908275,No
