ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Width (inches),Depth (inches),Capacity - Maximum Number of Place Settings,Soil-Sensing Capability,Tub Material,Drying Method,Additional Product Features,Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),% Better than US Federal Standard (kWh/yr),Water Use (gallons/cycle),US Federal Standard (gallons/cycle),% Better than US Federal Standard (gallons/cycle),Connected Capable,Connects Using,Communication Hardware Architecture,DR Protocol,Direct on-premises Open-standard Based Interconnection,Date Available On Market, Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2508379,Miele,G 7966 SCVi,,4002516261582;4002516261667,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",230,307,25,3.2,5,36,No,,,,,04/01/2020,06/15/2023,"United States, Canada",ES_0031629_G 7966 SCVi_06152023121128_80173476,No
2679757,Miele,G 7986 SCVi,,4002516770787;4002516770947,Standard,23.6,21.8,16,Yes,Stainless Steel,"Automatic Door Release,Condensation Dry,Fan-Assisted Dry","Top Controls,Cycle Status Lights,Third Rack",210,307,32,3.2,5,36,No,,,,,05/01/2024,10/10/2023,"United States, Canada",ES_0031629_G 7986 SCVi_10102023103223_80185868,Yes
3417430,Moffat,MBF420S*P***,,067732155774,Standard,23.5,22.4,12,Yes,Stainless Steel,Heated Dry,Front Controls,234,307,24,3.2,5,36,No,,,,,02/16/2024,02/15/2024,Canada,ES_1130609_MBF420S*P***_021320241902211_9263792,No
3417431,Moffat,MBF422S*M***,,067732153114,Standard,23.5,22.4,12,Yes,Stainless Steel,Heated Dry,Front Controls,234,307,24,3.2,5,36,No,,,,,02/16/2024,02/15/2024,Canada,ES_1130609_MBF422S*M***_021320241902199_8908623,No
3462875,Moffat,MBT42***V***,",MBT425SGV0WW,",818502001513,Standard,23.6,23.2,12,Yes,Stainless Steel,Condensation Dry,Top Controls,240,307,22,3.2,5,36,No,,,,,05/06/2024,04/24/2024,Canada,ES_92277_MBT42***V***_042120241506828_4133672,No
3009736,Monogram,ZDT925**N***,,084691848356;084691848363;084691848455,Standard,23.8,24,16,Yes,Stainless Steel,Heated Dry,"Top Controls,Cycle Status Lights,Hard Food Filter,Third Rack",240,307,22,3.2,5,36,No,,,,,01/16/2024,12/20/2023,"United States, Canada",ES_1123206_ZDT925**N***_12202023165638_80194723,No
2453103,Samsung,DW80CG545*****,,887276761466;887276761473;887276763859;887276763866,Standard,23.9,25,15,Yes,Stainless Steel,Automatic Door Release,"Top Controls,Third Rack,Storm Wash",239,307,22,3.2,5,36,No,,,,,07/17/2023,04/06/2023,"United States, Canada",ES_1023593_DW80CG545*****3_04102023113423_80160088,No
3417575,Samsung,DW80DG5200**,",,* could be A-Z, a-z, 0-9, - or blank.",887276824840,Standard,23.9,24.8,15,Yes,Stainless Steel,Automatic Door Release,None,225,307,27,3.2,5,36,No,,,,,02/09/2024,02/27/2024,"United States, Canada",ES_1023593_DW80DG5200**_022720240219267_3213371,Yes
3417576,Samsung,DW80DG5500**,",,* could be A-Z, a-z, 0-9, - or blank.",887276824857,Standard,23.9,24.8,15,Yes,Stainless Steel,Automatic Door Release,None,225,307,27,3.2,5,36,No,,,,,02/09/2024,02/27/2024,"United States, Canada",ES_1023593_DW80DG5500**_022720240219189_2042285,Yes
2409707,Samsung,DW80R995***,,887276296623;887276296630;887276296647;887276296654;887276320137;887276581798,Standard,23.9,25,12,Yes,Stainless Steel,Automatic Door Release,"Top Controls,Cycle Status Lights,Third Rack",239,307,22,3.2,5,36,No,,,,,02/20/2019,02/26/2023,"United States, Canada",ES_1023593_DW80R995*** 3_03062023133133_80157955,No
3798910,Samsung,DW90F8**0***,,887276931456;887276931463;887276931470;887276931487,Standard,23.9,25,16,Yes,Stainless Steel,Automatic Door Release,"Top Controls,Third Rack",225,307,27,2.9,5,42,No,,,,,02/21/2025,11/20/2024,"United States, Canada",ES_1023593_DW90F8**0***_11202024101728_80231784,Yes
3354367,Savalo,SDW50012PR,,197644332106,Standard,23.5,21.7,10,Yes,Hybrid (Plastic & Steel),Heated Dry,Top Controls,234,307,24,3.2,5,36,No,,,,,09/01/2023,12/27/2023,"United States, Canada",ES_1149787_SDW50012PR_122720230722884_1769290,No
2470869,Seasons,SDF24P2A**,",,Remark: * could be A-Z, a-z, 0-9, - or blank.",840296505724;840296505731;840296505748,Standard,23.9,24.5,8,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,04/10/2023,04/27/2023,United States,ES_1048137_SDF24P2A**_042720230653731_3025032,No
3722056,Seasons,SDT24H3A**,",,Remark: * could be A-Z, a-z, 0-9, - or blank",840296514382,Standard,23.9,24.5,12,Yes,Hybrid (Plastic & Steel),Heated Dry,Top Controls,240,307,22,3.2,5,36,No,,,,,10/15/2024,10/30/2024,United States,ES_1048137_SDT24H3A**_103020240022145_1936192,No
3557059,Sharp,SDW4523**,",,Remark: * could be A-Z, a-z, 0-9, - or blank.",07400062279,Standard,17.6,22.6,8,Yes,Stainless Steel,Air Dry,None,240,307,22,3.2,5,36,No,,,,,07/01/2024,08/02/2024,United States,ES_41229_SDW4523**_08022024033804_4818715,No
3627181,Sharp,SDW6504M*,",,Remark: * could be A-Z, a-z, 0-9, - or blank",074000622807,Standard,23.6,22.8,14,Yes,Hybrid (Plastic & Steel),Heated Dry,Top Controls,240,307,22,3.2,5,36,No,,,,,08/26/2024,09/11/2024,"United States, Canada",ES_41229_SDW6504M*_091120240342499_2757147,No
2508300,Sharp,SDW6506**,",,* could be A-Z, a-z, 0-9, - or blank.",074000622265,Standard,23.6,22.7,8,Yes,Hybrid (Plastic & Steel),Heated Dry,Top Controls,240,307,22,3.2,5,36,No,,,,,05/19/2023,06/14/2023,United States,ES_41229_SDW6506**_061420230250529_4869442,No
3627183,Sharp,SDW6726M*,",,Remark: * could be A-Z, a-z, 0-9, - or blank",074000622814,Standard,23.9,24.5,14,Yes,Hybrid (Plastic & Steel),Heated Dry,Top Controls,240,307,22,3.2,5,36,No,,,,,08/26/2024,09/11/2024,"United States, Canada",ES_41229_SDW6726M*_091120240350173_5078810,No
3627182,Sharp,SDW6736M*,",,Remark: * could be A-Z, a-z, 0-9, - or blank",074000622821,Standard,23.9,24.5,14,Yes,Hybrid (Plastic & Steel),Heated Dry,Top Controls,240,307,22,3.2,5,36,No,,,,,08/26/2024,09/11/2024,"United States, Canada",ES_41229_SDW6736M*_091120240349618_7062576,No
2485664,Sharp,SDW6747GS,,074000621527,Standard,23.9,24.5,8,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,04/01/2023,05/16/2023,United States,ES_41229_SDW6747GS_051620230737180_9376128,No
2485662,Sharp,SDW6757ES,,074000620834,Standard,23.9,24.5,8,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,04/01/2023,05/16/2023,United States,ES_41229_SDW6757ES_051620230739650_5290188,No
2485663,Sharp,SDW6767HS,,074000621718,Standard,23.9,24.5,8,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,04/01/2023,05/16/2023,United States,ES_41229_SDW6767HS_051620230739289_9986206,No
2636117,Sharp,SDW6888**,",,* could be A-Z, a-z, 0-9, - or blank.",074000622258,Standard,23.9,24.5,14,Yes,Stainless Steel,Heated Dry,None,229,307,25,2.9,5,42,No,,,,,07/13/2023,08/17/2023,United States,ES_41229_SDW6888**_081720230642704_4626916,No
2524861,Signature Kitchen Suite,SKSDW24***,,,Standard,23.7,24.6,15,Yes,Stainless Steel,Fan-Assisted Dry,"Top Controls,Third Rack",238,307,22,2.9,5,42,No,,,,,06/21/2023,06/21/2023,"United States, Canada",ES_1118034_SKSDW24***_06232023121509_80172922,No
2407265,Signature Kitchen Suite,SKSDW241**,,,Standard,23.7,24.6,15,Yes,Stainless Steel,Heated Dry,"Top Controls,Self-Cleaning Filter,Third Rack",238,307,22,2.9,5,42,No,,,,,02/01/2023,01/20/2023,"United States, Canada",ES_1118034_SKSDW241**_01242023083726_80156126,No
2472844,Signature Kitchen Suite,SKSDW24**P,,,Standard,23.7,24.6,14,Yes,Stainless Steel,Fan-Assisted Dry,"Top Controls,Third Rack",238,307,22,2.9,5,42,No,,,,,05/04/2023,05/03/2023,"United States, Canada",ES_1118034_SKSDW24**P_05082023141958_80168206,No
3627184,Smad,DDB**-60T*MU-6502,",,Remark: * could be A-Z, a-z, 0-9, - or blank",850022832826,Standard,23.9,26.5,14,Yes,Hybrid (Plastic & Steel),Heated Dry,Top Controls,240,307,22,3.2,5,36,No,,,,,08/26/2024,09/11/2024,"United States, Canada",ES_1144306_DDB**-60T*MU-6502_091120240504746_5257113,No
3526766,Smad,DDB8-57BSMU(7714D),,850022832857,Standard,17.6,21.7,8,Yes,Stainless Steel,Heated Dry,None,234,307,24,3.1,5,38,No,,,,,05/01/2024,05/21/2024,"United States, Canada",ES_1144306_DDB8-57BSMU(7714D)_052120240229992_8489708,No
4015918,Smeg,DW8600,,812895027228,Standard,23.6,23.8,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,06/15/2025,04/21/2025,"United States, Canada",ES_92281_DW8600_041520251132107_1313855,No
3627171,Smeg,STU1822,,812895026429,Standard,17.6,21.7,8,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,10/01/2024,09/10/2024,"United States, Canada",ES_92281_STU1822_090820241911548_8072810,No
3417781,Smeg,STU2FABBL2,",LSPU8653X,; ,STU2FABCR2,; ,STU2FABRD2,; ,STU2FABWH2,; ,STU8633,",8017709303594;8017709303600;8017709303617;8017709303624;8017709303655;8017709303754,Standard,24,24,13,Yes,Hybrid (Plastic & Steel),Automatic Door Release,"Cycle Status Lights,Third Rack",224,307,27,2.6,5,48,No,,,,,02/26/2024,03/07/2024,"United States, Canada",ES_92281_STU2FABBL2_02262024152153_4225732,Yes
3417779,Smeg,STU8623,",LSPU8643BL,; ,LSPU8643WH,; ,LSPU8643X,; ,STU8623X,",8017709303648;8017709303679;8017709303723;8017709303730;8017709303747,Standard,24,24,13,No,Hybrid (Plastic & Steel),Automatic Door Release,Third Rack,239,307,22,3.1,5,38,No,,,,,02/26/2024,03/07/2024,"United States, Canada",ES_92281_STU8623_02272024152902_6504327,No
2507606,SPT,SD-2224**,,876840012707;876840012714,Compact,21.7,19.7,6,Yes,Hybrid (Plastic & Steel),Air Dry,None,155,222,30,2,3.5,43,No,,,,,04/01/2023,04/14/2023,"United States, Canada",ES_0092264_SD-2224**_05292023110806_80164647,No
2507607,SPT,SD-2225**,,876840016330;876840016347,Compact,21.7,19.7,6,Yes,Hybrid (Plastic & Steel),Air Dry,None,155,222,30,2,3.5,43,No,,,,,04/01/2023,04/14/2023,"United States, Canada",ES_0092264_SD-2225**_05292023110806_80164647,No
2485659,SPT,SD-6501**,",,* could be from 0 to 9, or from A to Z, or from a to z, or blank",810012680219;810012680226,Standard,23.9,24.5,8,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,04/01/2023,05/16/2023,United States,ES_1084573_SD-6501**_051620230532742_5318981,No
2485658,SPT,SD-6502**,",,* could be from 0 to 9 or from A to Z or blank, denotes cosmetic differences",810012680233;810012680240,Standard,23.9,24.5,8,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,04/01/2023,05/16/2023,United States,ES_1084573_SD-6502SS_051620230533574_2630996,No
4497638,SPT,SD-6505**,",,(Remark: * could be A-Z, a-z, 0-9, - or blank.)",810012686297;810012686303,Standard,23.6,22.7,12,Yes,Hybrid (Plastic & Steel),Automatic Door Release,Third Rack,240,307,22,3.2,5,36,No,,,,,08/01/2025,09/01/2025,"United States, Canada",ES_1084573_SD-6505**_090120250058920_5232894,No
2507604,SPT,SD-6513SS,,810012680479,Standard,23.5,23.6,10,Yes,Stainless Steel,Air Dry,None,240,307,22,3.2,5,36,No,,,,,04/01/2023,04/14/2023,"United States, Canada",ES_0092264_SD-6513SS_05292023110806_80164647,No
2507605,SPT,SD-6513W,,810012680486,Standard,23.5,23.6,10,Yes,Stainless Steel,Air Dry,None,240,307,22,3.2,5,36,No,,,,,04/01/2023,04/14/2023,"United States, Canada",ES_0092264_SD-6513W_05292023110806_80164647,No
2453134,SPT,SD-9254SS,,810012680011,Standard,17.6,22.6,8,Yes,Stainless Steel,Heated Dry,None,234,307,24,3.1,5,38,No,,,,,03/01/2023,04/11/2023,United States,ES_1084573_SD-9254SS_04112023012336_3414281,No
2453135,SPT,SD-9254W,,810012680028,Standard,17.6,22.6,8,Yes,Stainless Steel,Heated Dry,None,234,307,24,3.1,5,38,No,,,,,03/01/2023,04/11/2023,United States,ES_1084573_SD-9254W_041120230123422_1935773,No
2507608,SPT,SD-9263SS,,810012680387,Standard,17.6,23.6,8,Yes,Stainless Steel,Air Dry,None,240,307,22,3.2,5,36,No,,,,,04/01/2023,04/14/2023,"United States, Canada",ES_0092264_SD-9263SS_05292023110806_80164647,No
2507609,SPT,SD-9263W,,810012680394,Standard,17.6,23.6,8,Yes,Stainless Steel,Air Dry,None,240,307,22,3.2,5,36,No,,,,,04/01/2023,04/14/2023,"United States, Canada",ES_0092264_SD-9263W_05292023110806_80164647,No
2670383,Summit,ADADW18B,,761101089553,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_ADADW18B_100220231711661_9822038,No
2670387,Summit,ADADW18NT,,761101089416,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_ADADW18NT_100220231710393_7385285,No
2670377,Summit,ADADW18SS,,761101089515,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_ADADW18SS_100220231710327_3059308,No
2670375,Summit,ADADW18W,,761101089591,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_ADADW18W_100220231711329_2706945,No
2670394,Summit,ADADW24B,,761101080550,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_ADADW24B_041120211516185_8689295,No
2670392,Summit,ADADW24NT,,761101080574,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_ADADW24NT_04112021151617_1352029,No
2670395,Summit,ADADW24SS,,761101080567,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_ADADW24SS_041120211516353_5872160,No
2670393,Summit,ADADW24W,,761101080543,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_ADADW24W_041120211516936_9846138,No
2670380,Summit,DW183W,,761101089584,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_DW183W_100220231711865_7010348,No
2670379,Summit,DW183WADA,,761101089560,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_DW183WADA_01192023031871_6365783,No
2670378,Summit,DW184B,,761101089546,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_DW184B_100220231711320_6871780,No
2670381,Summit,DW184BADA,,761101089522,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_DW184BADA_011920230318531_4810653,No
2670382,Summit,DW185SS,,761101089508,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_DW185SS_100220231711408_7834153,No
2670376,Summit,DW185SSADA,,761101089379,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_DW185SSADA_011920230318396_6491455,No
2670384,Summit,DW186NT,,761101089409,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_DW186NT_100220231711796_5979851,No
2670386,Summit,DW186NTADA,,761101089386,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_DW186NTADA_01192023031875_6637429,No
2583161,Summit,DW18SS4,,8690842265532,Standard,44.8,57,8,Yes,Stainless Steel,Condensation Dry,Top Controls,220,307,28,2.4,5,52,No,,,,,07/30/2019,07/18/2023,"United States, Canada",ES_92282_DW18SS4_06112019182251_7371755,Yes
2670391,Summit,DW242W,,761101080505,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_DW242W_041120211516530_1484652,No
2670398,Summit,DW242WADA,,761101079585,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_DW242WADA_041120211516669_7644785,No
2670396,Summit,DW243B,,761101080512,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_DW243B_041120211516792_2271495,No
2670399,Summit,DW243BADA,,761101079592,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_DW243BADA_041120211516638_4233829,No
2670400,Summit,DW244SS,,761101080529,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_DW244SS_041120211516867_7190889,No
2670397,Summit,DW244SSADA,,761101079608,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_DW244SSADA_041120211516697_9019429,No
2670402,Summit,DW245NT,,761101080536,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_DW245NT_041120211516326_2472686,No
2670403,Summit,DW245NTADA,,761101079615,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_DW25NTADA_041120211516491_8644322,No
2670388,Summit,LDW18BA,,761101089539,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_LDW18BA_100220231710961_7852563,No
2670385,Summit,LDW18NTA,,761101089393,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_LDW18NTA_100220231710352_7175937,No
2670389,Summit,LDW18SSA,,761101089423,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_LDW18SSA_100220231711469_3999303,No
2670390,Summit,LDW18WA,,761101089577,Standard,17.6,21.7,10,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,01/01/2024,10/03/2023,"United States, Canada",ES_92282_LDW18WA_100220231711504_7499826,No
2670404,Summit,LDW24BA,,761101080475,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_LDW24BA_041120211516532_5788783,No
2670401,Summit,LDW24NTA,,761101080499,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_LDW24NTA_041120211516340_7578999,No
2670405,Summit,LDW24SSA,,761101080482,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_LDW24SSA_041120211516180_4464745,No
2670406,Summit,LDW24WA,,761101080468,Standard,23.5,22.4,15,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,3,5,40,No,,,,,12/01/2023,10/03/2023,"United States, Canada",ES_92282_LDW24WA_041120211516998_6134143,No
2583322,Summit Professional,DW2435SS,,8690842240614,Standard,59.8,55,12,Yes,Stainless Steel,Condensation Dry,Top Controls,234,307,24,2.66,5,47,No,,,,,11/15/2017,07/18/2023,"United States, Canada",ES_92282_DW2435SS_04122019182836_3716123,No
4479403,Sunvivi,ZDW001BK-11-SV,,,Standard,23.8,24.6,16,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,07/19/2025,07/21/2025,"United States, Canada",ES_1152389_ZDW001BK-11-SV_072120251016744_1870068,No
4479397,Sunvivi,ZDW001GY-11-SV,,,Standard,23.8,24.6,16,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,07/19/2025,07/21/2025,"United States, Canada",ES_1152389_ZDW001GY-11-SV_072120250912940_2266433,No
4479402,Sunvivi,ZDW001SL-11-SV,,,Standard,23.8,24.6,16,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,07/19/2025,07/21/2025,"United States, Canada",ES_1152389_ZDW001SL-11-SV_072120250912109_2808425,No
4479401,Sunvivi,ZDW002BK-11-SV,,,Standard,23.8,24.6,16,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,07/19/2025,07/21/2025,"United States, Canada",ES_1152389_ZDW002BK-11-SV_07212025091112_8432633,No
4479400,Sunvivi,ZDW002GY-11-SV,,,Standard,23.8,24.6,16,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,07/19/2025,07/21/2025,"United States, Canada",ES_1152389_ZDW002GY-11-SV_072120250912779_7626463,No
4479404,Sunvivi,ZDW002SL-11-SV,,,Standard,23.8,24.6,16,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,07/19/2025,07/21/2025,"United States, Canada",ES_1152389_ZDW002SL-11-SV_072120250910263_4288924,No
3550222,THOR KITCHEN,DW24A6BT00,,,Standard,23.9,22.6,15,Yes,Stainless Steel,Automatic Door Release,None,240,307,22,3.2,5,36,No,,,,,05/30/2024,07/03/2024,"United States, Canada",ES_1140355_DW24A6BT00_070320240549293_4640887,No
3550224,THOR KITCHEN,DW24A6BT99,,,Standard,23.9,22.6,15,Yes,Stainless Steel,Automatic Door Release,None,240,307,22,3.2,5,36,No,,,,,05/30/2024,07/03/2024,"United States, Canada",ES_1140355_DW24A6BT99_070320240549480_8810425,No
3550219,THOR KITCHEN,DW24A6BTPR,,,Standard,23.9,22.6,15,Yes,Stainless Steel,Automatic Door Release,None,240,307,22,3.2,5,36,No,,,,,05/30/2024,07/03/2024,"United States, Canada",ES_1140355_DW24A6BTPR_070320240550197_5695560,No
3891963,THOR KITCHEN,DW24C8,,,Standard,23.9,22.6,15,Yes,Stainless Steel,Automatic Door Release,None,240,307,22,3.2,5,36,No,,,,,12/24/2024,12/30/2024,"United States, Canada",ES_1140355_DW24C8_123020240826313_4796815,No
3891965,THOR KITCHEN,DW24C8B,,,Standard,23.9,22.6,15,Yes,Stainless Steel,Automatic Door Release,None,240,307,22,3.2,5,36,No,,,,,12/24/2024,12/30/2024,"United States, Canada",ES_1140355_DW24C8B_123020240825637_6364994,No
3550221,THOR KITCHEN,DW24X8BA00,,,Standard,23.9,22.6,15,Yes,Stainless Steel,Automatic Door Release,None,240,307,22,3.2,5,36,No,,,,,05/30/2024,07/03/2024,"United States, Canada",ES_1140355_DW24X8BA00_070320240550982_2196724,No
3550220,THOR KITCHEN,DW24X8BA99,,,Standard,23.9,22.6,15,Yes,Stainless Steel,Automatic Door Release,None,240,307,22,3.2,5,36,No,,,,,05/30/2024,07/03/2024,"United States, Canada",ES_1140355_DW24X8BA99_070320240551458_3825885,No
3550223,THOR KITCHEN,DW24X8BAPR,,,Standard,23.9,22.6,15,Yes,Stainless Steel,Automatic Door Release,None,240,307,22,3.2,5,36,No,,,,,05/30/2024,07/03/2024,"United States, Canada",ES_1140355_DW24X8BAPR_070320240551778_7321686,No
3891964,THOR KITCHEN,TDW24C7,,,Standard,23.9,22.6,15,Yes,Stainless Steel,Automatic Door Release,None,240,307,22,3.2,5,36,No,,,,,12/24/2024,12/30/2024,"United States, Canada",ES_1140355_TDW24C7_12302024082696_7939514,No
4478482,THOR KITCHEN,TDW24PT,,,Standard,23.9,22.6,14,Yes,Stainless Steel,Automatic Door Release,None,240,307,22,3.2,5,36,No,,,,,06/05/2025,07/14/2025,"United States, Canada",ES_1140355_TDW24PT_071420250645993_5408262,No
4478483,THOR KITCHEN,TDW24PTB,,,Standard,23.9,22.6,14,Yes,Stainless Steel,Automatic Door Release,None,240,307,22,3.2,5,36,No,,,,,06/05/2025,07/14/2025,"United States, Canada",ES_1140355_TDW24PTB_07142025064469_7468281,No
2784859,THORKITCHEN,ADW24PF,,850044461431,Standard,23.6,22.7,12,Yes,Plastic,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,08/08/2023,11/28/2023,"United States, Canada",ES_1140355_ADW24PF_112820230337752_6258656,No
2485660,THORKITCHEN,HDW2401SS,,850018999335,Standard,23.9,24.5,8,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,04/01/2023,05/16/2023,United States,ES_1140355_HDW2401SS_051620230824597_1156682,No
2508299,UNIQUE,UGP-24CR DW B,,680309002983,Standard,24,27.4,8,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,05/18/2023,06/14/2023,"United States, Canada",ES_1142812_UGP-24CR DW B_061420230331788_5181842,No
2508296,UNIQUE,UGP-24CR DW LG,,680309002990,Standard,24,27.4,8,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,05/18/2023,06/14/2023,"United States, Canada",ES_1142812_UGP-24CR DW LG_061420230332697_9184184,No
2508297,UNIQUE,UGP-24CR DW T,,680309003003,Standard,24,27.4,8,Yes,Stainless Steel,Heated Dry,None,240,307,22,3.2,5,36,No,,,,,05/18/2023,06/14/2023,"United States, Canada",ES_1142812_UGP-24CR DW T_061420230332187_2547350,No
